Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2016,NM,New Mexico,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (bmi 18.5-24.9),Overall,Overall,"1,812",33.01,31.09,34.93,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,35,BO1,CAT1,_BMI5CAT,RESP041,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (bmi 12.0-18.4),Overall,Overall,109,2.04,1.51,2.57,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,35,BO1,CAT1,_BMI5CAT,RESP042,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"4,642",79.74,78.29,81.19,1,%,Crude Prevalence,,,BRFSS,CLASS15,TOPIC23,35,BO1,CAT1,_TOTINDA,RESP046,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,Overall,Overall,"1,378",20.26,18.81,21.71,1,%,Crude Prevalence,,,BRFSS,CLASS15,TOPIC23,35,BO1,CAT1,_TOTINDA,RESP054,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,673,30.54,27.7,33.38,1,%,Crude Prevalence,,,BRFSS,CLASS16,TOPIC47,35,BO1,CAT1,_RFPSA21,RESP046,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,131",69.46,66.62,72.3,1,%,Crude Prevalence,,,BRFSS,CLASS16,TOPIC47,35,BO1,CAT1,_RFPSA21,RESP054,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,838,16.62,15.09,18.15,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,35,BO1,CAT1,_RFSMOK3,RESP046,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,"4,970",83.38,81.85,84.91,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,35,BO1,CAT1,_RFSMOK3,RESP054,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,Overall,Overall,118,2.06,1.57,2.55,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC54,35,BO1,CAT1,USENOW3,RESP079,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,Overall,Overall,101,1.88,1.37,2.39,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC54,35,BO1,CAT1,USENOW3,RESP080,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,Overall,Overall,"5,603",96.06,95.35,96.77,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC54,35,BO1,CAT1,USENOW3,RESP081,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,538,10.29,9.06,11.52,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC55,35,BO1,CAT1,_SMOKER3,RESP068,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,300,6.33,5.29,7.37,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC55,35,BO1,CAT1,_SMOKER3,RESP069,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,"1,739",25.63,24.02,27.24,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC55,35,BO1,CAT1,_SMOKER3,RESP070,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,"3,231",57.75,55.83,59.67,1,%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC55,35,BO1,CAT1,_SMOKER3,RESP071,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,"1,197",71.78,68.9,74.66,1,%,Crude Prevalence,,,BRFSS,CLASS18,TOPIC37,35,BO1,CAT1,_MAM5021,RESP186,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,519,28.22,25.34,31.1,1,%,Crude Prevalence,,,BRFSS,CLASS18,TOPIC37,35,BO1,CAT1,_MAM5021,RESP187,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,660",63.41,60.78,66.04,1,%,Crude Prevalence,,,BRFSS,CLASS18,TOPIC37,35,BO1,CAT1,_RFMAM2Y,RESP046,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,937,36.59,33.96,39.22,1,%,Crude Prevalence,,,BRFSS,CLASS18,TOPIC37,35,BO1,CAT1,_RFMAM2Y,RESP054,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,"1,158",78,74.96,81.04,1,%,Crude Prevalence,,,BRFSS,CLASS18,TOPIC42,35,BO1,CAT1,_RFPAP33,RESP188,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,370,22,18.96,25.04,1,%,Crude Prevalence,,,BRFSS,CLASS18,TOPIC42,35,BO1,CAT1,_RFPAP33,RESP189,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,E-Cigarette Use,E-Cigarette Use,Current E-cigarette user,Not currently using E-cigarettes,Overall,Overall,"5,638",95.15,94.11,96.19,1,%,Crude Prevalence,,,BRFSS,CLASS19,TOPIC67,35,BO1,CAT1,_CURECIG,RESP213,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,E-Cigarette Use,E-Cigarette Use,Current E-cigarette user,Current E-cigarette user,Overall,Overall,179,4.85,3.81,5.89,1,%,Crude Prevalence,,,BRFSS,CLASS19,TOPIC67,35,BO1,CAT1,_CURECIG,RESP214,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,E-Cigarette Use,E-Cigarette Use,E-cigarette use status,Current E-cigarette user - every day,Overall,Overall,53,1.52,0.87,2.17,1,%,Crude Prevalence,,,BRFSS,CLASS19,TOPIC67,35,BO1,CAT1,_ECIGSTS,RESP215,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,E-Cigarette Use,E-Cigarette Use,E-cigarette use status,Current E-cigarette user - some days,Overall,Overall,126,3.33,2.51,4.15,1,%,Crude Prevalence,,,BRFSS,CLASS19,TOPIC67,35,BO1,CAT1,_ECIGSTS,RESP216,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,E-Cigarette Use,E-Cigarette Use,E-cigarette use status,Former E-cigarette user,Overall,Overall,852,20.64,18.92,22.36,1,%,Crude Prevalence,,,BRFSS,CLASS19,TOPIC67,35,BO1,CAT1,_ECIGSTS,RESP217,"(34.52088095200048, -106.24058098499967)"
2016,NM,New Mexico,E-Cigarette Use,E-Cigarette Use,E-cigarette use status,Never used E-cigarettes,Overall,Overall,"4,786",74.5,72.64,76.36,1,%,Crude Prevalence,,,BRFSS,CLASS19,TOPIC67,35,BO1,CAT1,_ECIGSTS,RESP218,"(34.52088095200048, -106.24058098499967)"
2016,NY,New York,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"18,204",57.51,56.37,58.65,1,%,Crude Prevalence,,,BRFSS,CLASS01,TOPIC03,36,BO1,CAT1,DRNKANY5,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"13,695",42.49,41.35,43.63,1,%,Crude Prevalence,,,BRFSS,CLASS01,TOPIC03,36,BO1,CAT1,DRNKANY5,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Alcohol Consumption,Binge Drinking,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"4,671",17.52,16.64,18.4,1,%,Crude Prevalence,,,BRFSS,CLASS01,TOPIC07,36,BO1,CAT1,_RFBING5,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Alcohol Consumption,Binge Drinking,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,Overall,Overall,"26,903",82.48,81.6,83.36,1,%,Crude Prevalence,,,BRFSS,CLASS01,TOPIC07,36,BO1,CAT1,_RFBING5,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions),Do not meet criteria for heavy drinking,Overall,Overall,"29,466",94.05,93.5,94.6,1,%,Crude Prevalence,,,BRFSS,CLASS01,TOPIC30,36,BO1,CAT1,_RFDRHV5,RESP205,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week) (variable calculated from one or more BRFSS questions),Meet criteria for heavy drinking,Overall,Overall,"2,121",5.95,5.4,6.5,1,%,Crude Prevalence,,,BRFSS,CLASS01,TOPIC30,36,BO1,CAT1,_RFDRHV5,RESP206,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"7,858",16.6,15.84,17.36,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,36,BO1,CAT1,AGE,RESP014,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"12,089",23.65,22.81,24.49,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC05,36,BO1,CAT1,_DRDXAR1,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,"21,960",76.35,75.51,77.19,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC05,36,BO1,CAT1,_DRDXAR1,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,639",9.46,8.85,10.07,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC06,36,BO1,CAT1,_CASTHM1,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,"30,386",90.54,89.93,91.15,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC06,36,BO1,CAT1,_CASTHM1,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,028",13.78,13.05,14.51,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC06,36,BO1,CAT1,_LTASTH1,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,"29,085",86.22,85.49,86.95,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC06,36,BO1,CAT1,_LTASTH1,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,"2,127",4.18,3.77,4.59,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC10,36,BO1,CAT1,CVDCRHD4,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,"31,853",95.82,95.41,96.23,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC10,36,BO1,CAT1,CVDCRHD4,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,"2,021",3.67,3.28,4.06,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC10,36,BO1,CAT1,CVDINFR4,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,"32,020",96.33,95.94,96.72,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC10,36,BO1,CAT1,CVDINFR4,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,"1,337",2.6,2.29,2.91,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC10,36,BO1,CAT1,CVDSTRK3,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,"32,768",97.4,97.09,97.71,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC10,36,BO1,CAT1,CVDSTRK3,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,"2,985",5.25,4.82,5.68,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC14,36,BO1,CAT1,CHCCOPD1,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,"31,085",94.75,94.32,95.18,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC14,36,BO1,CAT1,CHCCOPD1,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,"5,038",11.72,11.05,12.39,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC17,36,BO1,CAT1,ADDEPEV2,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,"29,019",88.28,87.61,88.95,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC17,36,BO1,CAT1,ADDEPEV2,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"4,494",10.45,9.8,11.1,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,36,BO1,CAT1,DIABETE3,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",Overall,Overall,198,0.63,0.47,0.79,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,36,BO1,CAT1,DIABETE3,RESP051,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",Overall,Overall,462,1.59,1.3,1.88,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,36,BO1,CAT1,DIABETE3,RESP052,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,"28,989",87.34,86.63,88.05,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,36,BO1,CAT1,DIABETE3,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,"1,141",2.41,2.1,2.72,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC35,36,BO1,CAT1,CHCKIDNY,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,"32,946",97.59,97.28,97.9,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC35,36,BO1,CAT1,CHCKIDNY,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,"3,301",5.99,5.56,6.42,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC40,36,BO1,CAT1,CHCOCNCR,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,"30,816",94.01,93.58,94.44,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC40,36,BO1,CAT1,CHCOCNCR,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,"2,376",3.85,3.54,4.16,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC53,36,BO1,CAT1,CHCSCNCR,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NC,North Carolina,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"1,091",17.34,16.22,18.46,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,37,BO1,CAT1,AGE,RESP013,"(35.466220975000454, -79.15925046299964)"
2016,NY,New York,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,"31,739",96.15,95.84,96.46,1,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC53,36,BO1,CAT1,CHCSCNCR,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Blood Stool Test,Aged 50-75 had a blood stool test within the past 3 years,Received a home FOBT,Overall,Overall,46,,,,1,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS04,TOPIC08,36,BO1,CAT1,_FOBTFS,RESP209,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Blood Stool Test,Aged 50-75 had a blood stool test within the past 3 years,Did not receive a home FOBT,Overall,Overall,"14,861",99.72,99.54,99.9,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC08,36,BO1,CAT1,_FOBTFS,RESP210,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,"1,379",7.35,6.55,8.15,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC08,36,BO1,CAT1,_RFBLDS3,RESP190,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,"14,988",92.65,91.85,93.45,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC08,36,BO1,CAT1,_RFBLDS3,RESP191,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Sigmoidoscopy,Aged 50-75 had a sigmoidoscopy within the past 5 years,Received a sigmoidoscopy,Overall,Overall,181,2.54,1.8,3.28,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC52,36,BO1,CAT1,_FS5YR,RESP211,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Sigmoidoscopy,Aged 50-75 had a sigmoidoscopy within the past 5 years,Did not receive a sigmoidoscopy,Overall,Overall,"7,211",97.46,96.72,98.2,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC52,36,BO1,CAT1,_FS5YR,RESP212,"(42.82700103200045, -75.54397042699964)"
2016,OR,Oregon,Demographics,Age,What is your age?,25-34 years,Overall,Overall,662,16.99,15.7,18.28,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,41,BO1,CAT1,AGE,RESP011,"(44.56744942400047, -120.15503132599969)"
2016,NY,New York,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,"11,602",68.47,66.82,70.12,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC64,36,BO1,CAT1,_CRCREC,RESP192,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,"4,439",31.53,29.88,33.18,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC64,36,BO1,CAT1,_CRCREC,RESP193,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Colonoscopy,Aged 50-75 had a colonoscopy in the past 10 years,Received a colonoscopy,Overall,Overall,"11,065",66.24,64.57,67.91,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC68,36,BO1,CAT1,_COL10YR,RESP207,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Colorectal Cancer Screening,Colonoscopy,Aged 50-75 had a colonoscopy in the past 10 years,Did not receive a colonoscopy,Overall,Overall,"4,905",33.76,32.09,35.43,1,%,Crude Prevalence,,,BRFSS,CLASS04,TOPIC68,36,BO1,CAT1,_COL10YR,RESP208,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Age,What is your age?,18-24 years,Overall,Overall,"1,845",12.2,11.32,13.08,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,36,BO1,CAT1,AGE,RESP010,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Age,What is your age?,25-34 years,Overall,Overall,"3,654",18.22,17.34,19.1,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,36,BO1,CAT1,AGE,RESP011,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Age,What is your age?,35-44 years,Overall,Overall,"3,789",16.05,15.21,16.89,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,36,BO1,CAT1,AGE,RESP012,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"5,730",17.14,16.34,17.94,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,36,BO1,CAT1,AGE,RESP013,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Age,What is your age?,65+ years,Overall,Overall,"11,314",19.79,19.01,20.57,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC02,36,BO1,CAT1,AGE,RESP015,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,"1,409",3.74,3.37,4.11,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,BLIND,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,"31,219",96.26,95.89,96.63,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,BLIND,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,"3,133",8.71,8.06,9.36,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,DECIDE,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,"29,385",91.29,90.64,91.94,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,DECIDE,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,"2,542",6.44,5.93,6.95,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,DIFFALON,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,"29,845",93.56,93.05,94.07,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,DIFFALON,RESP054,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,"1,335",3.51,3.14,3.88,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,DIFFDRES,RESP046,"(42.82700103200045, -75.54397042699964)"
2016,NY,New York,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,"31,154",96.49,96.12,96.86,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,36,BO1,CAT1,DIFFDRES,RESP054,"(42.82700103200045, -75.54397042699964)"
